"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL1601";"CEFONICID";"CEFONICID|Cefonicid|MONOCEF";"";"4.0";"Glaxosmithkline";"'cef-'";"1979";"cephalosporins";"'cef-(cef-)'";"1984";"J01DC06";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12"
"CHEMBL965";"CARBACHOL";"CARBACHOL|Carbachol|Carbastat|Miostat";"";"4.0";"Alcon Laboratories Inc|Pharmafair Inc|Novartis Pharmaceuticals Corp";"";"";"";"";"1972";"";"";"";"";"";"Cholinergic (ophthalmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"C[N+](C)(C)CCOC(N)=O"
"CHEMBL64130";"NAPABUCASIN";"2-ACETYLFURO-1,4-NAPHTHOQUINONE|2-Acetylfuranonaphthoquinone|BBI-608|BBI608|NAPABUCASIN";"BBI-608|BBI608";"3.0";"";"";"2014";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O"
"CHEMBL806";"FLUTAMIDE";"CHIMAX|DROGENIL|Eulexin|FLUTAMIDE|NSC-215876|SCH 13521|SCH-13521";"NSC-215876|SCH 13521|SCH-13521";"4.0";"Cipla Ltd|Waylis Therapeutics Llc|Schering Corp Sub Schering Plough Corp|Actavis Laboratories Fl Inc|Chartwell Rx Sciences Llc|Mylan Pharmaceuticals Inc";"'-lutamide'";"1975";"non-steroid antiandrogens";"'-lutamide(-lutamide)'";"1989";"L02BB01";"L02BB - Anti-androgens";"L02B - HORMONE ANTAGONISTS AND RELATED AGENTS";"L02 - ENDOCRINE THERAPY";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"1";"Prescription Only";"CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1"
"CHEMBL1540";"PENCICLOVIR";"BRL-39123|Denavir|FENISTIL|NSC-759624|PENCICLOVIR|VECTAVIR";"BRL-39123|NSC-759624";"4.0";"Mylan Pharmaceuticals Inc";"'-vir'";"1992";"antivirals: antivirals (acyclovir type)";"'-vir(-vir (-ciclovir))'";"1996";"J05AB13 | D06BB06";"J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors | D06BB - Antivirals";"J05A - DIRECT ACTING ANTIVIRALS | D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE";"J05 - ANTIVIRALS FOR SYSTEMIC USE | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS";"Antiviral";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"0";"1";"0";"Prescription Only";"Nc1nc(O)c2ncn(CCC(CO)CO)c2n1"
"CHEMBL4468815";"ZIRESOVIR";"AK-0529|AK0529|RO-0529|ZIRESOVIR";"AK-0529|AK0529|RO-0529";"3.0";"";"'-vir'";"";"antivirals";"'-vir(-vir)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)nc(NCC3(N)COC3)c2c1"
"CHEMBL1730";"CEFOTAXIME";"CEFOTAXIM HIKMA|CEFOTAXIME|Cefotaxime";"";"4.0";"Fresenius Kabi Usa Llc|Cephazone Pharma Llc|Hospira Inc|Validus Pharmaceuticals Llc|Aurobindo Pharma Ltd|Wockhardt Ltd|B Braun Medical Inc|Sanofi Aventis Us Llc|Lupin Ltd|Hikma Farmaceutica Lda";"'cef-'";"1979";"cephalosporins";"'cef-(cef-)'";"1981";"J01DD01";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1"
"CHEMBL3545186";"FONADELPAR";"FONADELPAR|NPS-005|SJP-0035";"NPS-005|SJP-0035";"3.0";"";"'-delpar'";"2015";"PPAR delta receptor agonists";"'-delpar(-delpar)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O"
"CHEMBL4525964";"VANIPREVIR";"MK-7009|VANIPREVIR";"MK-7009";"3.0";"";"'-vir'";"2009";"antivirals: serine protease inhibitors";"'-vir(-vir (-previr))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1"
"CHEMBL1093";"ARTICAINE";"40 045|40-045|ARTICAINE|Articaine|CARTICAINE|HOE 045|HOE-045|Septocaine";"40 045|40-045|HOE 045|HOE-045";"4.0";"Hansamed Inc|Hospira Inc|Pierrel S.P.A.|Deproco Inc";"'-caine'";"1998";"local anesthetics";"'-caine(-caine)'";"2000";"N01BB58 | N01BB08";"N01BB - Amides | N01BB - Amides";"N01B - ANESTHETICS, LOCAL | N01B - ANESTHETICS, LOCAL";"N01 - ANESTHETICS | N01 - ANESTHETICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"1";"0";"0";"Prescription Only";"CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC"
"CHEMBL1094";"FELBAMATE";"ADD-03055|FELBAMATE|Felbatol|NSC-759866|TALOXA|W-554";"ADD-03055|NSC-759866|W-554";"4.0";"Cadila Healthcare Ltd|Mylan Specialty Lp|Alvogen Inc|Amneal Pharmaceuticals|Ani Pharmaceuticals Inc|Taro Pharmaceutical Industries Ltd|Novitium Pharma Llc";"'-bamate'";"1992";"tranquilizers/antiepileptics (propanediol and pentanediol groups)";"'-bamate(-bamate)'";"1993";"N03AX10";"N03AX - Other antiepileptics";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"Anti-Epileptic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"NC(=O)OCC(COC(N)=O)c1ccccc1"
"CHEMBL1095";"ETHOTOIN";"ACCENON|ETHOTOIN|Ethotoin|NSC-760074|Peganone";"NSC-760074";"4.0";"Recordati Rare Diseases Inc";"'-toin'";"";"antiepileptics (hydantoin derivatives)";"'-toin(-toin)'";"1957";"N03AB01";"N03AB - Hydantoin derivatives";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"Anticonvulsant";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CCN1C(=O)NC(c2ccccc2)C1=O"
"CHEMBL3545280";"EFATUTAZONE";"EFATUTAZONE|INOLITAZONE";"";"2.0";"";"'ef-'";"";"Fc fusion protein";"'ef-(ef-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(Oc2ccc3nc(COc4ccc(CC5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N"
"CHEMBL3265032";"ENTOSPLETINIB";"ENTOSPLETINIB|Entospletinib|GS-9973|SYK INHIBITOR GS-9973";"GS-9973|SYK INHIBITOR GS-9973";"3.0";"";"'-tinib'";"2015";"tyrosine kinase inhibitors";"'-tinib(-tinib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1"
"CHEMBL927";"CEFDINIR";"BMY-28488|CEFDINIR|CEFDINIR ANHYDROUS|CEFZON|CI-983|Cefzon|FK 482|FK-482|NSC-758926|Omnicef";"BMY-28488|CI-983|FK 482|FK-482|NSC-758926";"4.0";"Alkem Laboratories Ltd|Sandoz Inc|Orchid Healthcare|Aurobindo Pharma Ltd|Abbvie Inc|Teva Pharmaceuticals Usa|Lupin Ltd";"'cef-'";"1991";"cephalosporins";"'cef-(cef-)'";"1997";"J01DD15";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1"
"CHEMBL1102";"GLUTETHIMIDE";"Doriden|ELRODORM|GLUTETHIMIDE|Glutethimide|NOXYRON|NSC-95239|RIGENOX|SARODORMIN";"NSC-95239";"4.0";"Ucb Inc|Vitarine Pharmaceuticals Inc|Halsey Drug Co Inc|Watson Laboratories Inc|Upsher Smith Laboratories Llc|Lannett Co Inc|Sanofi Aventis Us Llc";"";"";"";"";"1976";"N05CE01";"N05CE - Piperidinedione derivatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Sedative-Hypnotic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CCC1(c2ccccc2)CCC(=O)NC1=O"
"CHEMBL252556";"IDEBENONE";"HYDROXYDECYL UBIQUINONE|IDEBENONE|NSC-759228|ORISTAR HDU|Raxone|SOVRIMA";"NSC-759228";"4.0";"";"";"2017";"";"";"";"N06BX13";"N06BX - Other psychostimulants and nootropics";"N06B - PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O"
"CHEMBL569713";"SCOPOLAMINE";"Isoptpo Hyoscine|SCOPOLAMINE|TRANSDERM SCOP";"";"4.0";"Padagis Us Llc|Riconpharma Llc|Actavis Laboratories Ut Inc|Mylan Technologies Inc|Baxter Healthcare Corp";"";"";"";"";"1979";"S01FA02 | A04AD01 | A04AD51 | N05CM05";"S01FA - Anticholinergics | A04AD - Other antiemetics | A04AD - Other antiemetics | N05CM - Other hypnotics and sedatives";"S01F - MYDRIATICS AND CYCLOPLEGICS | A04A - ANTIEMETICS AND ANTINAUSEANTS | A04A - ANTIEMETICS AND ANTINAUSEANTS | N05C - HYPNOTICS AND SEDATIVES";"S01 - OPHTHALMOLOGICALS | A04 - ANTIEMETICS AND ANTINAUSEANTS | A04 - ANTIEMETICS AND ANTINAUSEANTS | N05 - PSYCHOLEPTICS";"S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM | N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12"
"CHEMBL4594348";"ELSUBRUTINIB";"ABBV-105|ABBV105|ELSUBRUTINIB";"ABBV-105|ABBV105";"2.0";"";"'-tinib'";"2021";"tyrosine kinase inhibitors: tyrosine kinase inhibitors Bruton's (Btk) inhibitors";"'-tinib(-tinib (-brutinib))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=CC(=O)N1CCC[C@@H](c2ccc(C(N)=O)c3[nH]ccc23)C1"
"CHEMBL508338";"THIMEROSAL";"Ethylmercury sodium salt|Mercurothiolate|Merfamin|Merthiolate|Mertorgan|Merzonin|NSC-4794|Sodium ethylmercurithiosalicylate|THIMEROSAL|THIOMERSAL|Thiomersalate";"NSC-4794";"4.0";"";"'-sal'";"";"anti-inflammatory agents (salicylic acid derivatives)";"'-sal(-sal)'";"";"D08AK06";"D08AK - Mercurial products";"D08A - ANTISEPTICS AND DISINFECTANTS";"D08 - ANTISEPTICS AND DISINFECTANTS";"D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL520733";"SEMAGACESTAT";"LY-450139|LY450139|SEMAGACESTAT";"LY-450139|LY450139";"3.0";"";"'-stat'";"2007";"enzyme inhibitors: gamma secretase inhibitors";"'-stat(-stat (-gacestat))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21"
"CHEMBL4650485";"PIRTOBRUTINIB";"LOXO-305|LY-3527727|LY3527727|PIRTOBRUTINIB|RXC-005";"LOXO-305|LY-3527727|LY3527727|RXC-005";"3.0";"";"'-tinib'";"2021";"tyrosine kinase inhibitors: tyrosine kinase inhibitors Bruton's (Btk) inhibitors";"'-tinib(-tinib (-brutinib))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1"
"CHEMBL430";"GEMIFLOXACIN";"FACTIV|GEMIFLOXACIN|Gemifloxacin";"";"4.0";"Lg Chem Ltd|Orbion Pharmaceuticals Private Ltd";"'-oxacin'";"1998";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"2003";"J01MA15";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN"
"CHEMBL600325";"PROSCILLARIDIN";"2936|A-32686|NSC-7521|PROSCILLARIDIN|PROSCILLARIDIN A|TALUSIN|Tradenal";"2936|A-32686|NSC-7521";"4.0";"";"";"1967";"";"";"";"C01AB51 | C01AB01";"C01AB - Scilla glycosides | C01AB - Scilla glycosides";"C01A - CARDIAC GLYCOSIDES | C01A - CARDIAC GLYCOSIDES";"C01 - CARDIAC THERAPY | C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM";"Cardiotonic";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O"
"CHEMBL1123";"DICYCLOMINE";"Bentyl|DICYCLOMINE|DICYCLOVERINE|DICYMINE|Dicyclomine|KOLANTYL";"";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|American Regent Inc|Mylan Pharmaceuticals Inc|Generics International Ventures Enterprises Llc|Allergan Sales Llc|Novitium Pharma Llc|Akorn Operating Co Llc|Fresenius Kabi Usa Llc|Fosun Pharma Usa Inc";"";"";"";"";"1950";"A03AA07";"A03AA - Synthetic anticholinergics, esters with tertiary amino group";"A03A - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"Anticholinergic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1"
"CHEMBL3137336";"UPROSERTIB";"AKT INHIBITOR GSK-2141795|AKT INHIBITOR GSK2141795|GSK-2141795|GSK-2141795C|GSK2141795|GSK2141795C|UPROSERTIB|Uprosertib";"GSK-2141795C|GSK2141795|GSK2141795C";"2.0";"";"'-sertib'";"2013";"serine/threonine kinase inhibitors";"'-sertib(-sertib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl"
"CHEMBL1139";"EPOPROSTENOL";"ACT-385781A|EPOPROSTENOL|Epoprostenol|Flolan|PG-I2|PGI2|PGX|PROSTACYCLIN|PROSTAGLANDIN I2|PROSTAGLANDIN X|U-53,217|U-53217";"ACT-385781A|U-53,217|U-53217";"4.0";"Actelion Pharmaceuticals Us Inc|Sun Pharmaceutical Industries Ltd|Glaxosmithkline Llc|Teva Pharmaceuticals Usa";"'-prost-'";"1979";"prostaglandins";"'-prost-(-prost-)'";"1995";"B01AC09";"B01AC - Platelet aggregation inhibitors excl. heparin";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"Inhibitor (platelet)";"US-8318802-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O"
"CHEMBL560993";"OC000459";"CHF-6532|OC-000459|OC-459|OC000459|OC459|ODC-9101|TIMAPIPRANT";"CHF-6532|OC-000459|OC000459|OC459";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O"
"CHEMBL2105637";"DELAFLOXACIN";"ABT-492|DELAFLOXACIN|RX-3341|WQ-3034";"ABT-492|RX-3341|WQ-3034";"4.0";"Melinta Subsidiary Corp";"'-oxacin'";"2008";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"2017";"J01MA23";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-7635773-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"1";"Prescription Only";"Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F"
"CHEMBL251940";"PERICIAZINE";"NEULACTIL|NSC-758641|PERICIAZINE|PERICYAZINE|PROPERICIAZINE|RP 8909|RP-8909|SKF 20716|SKF-20716";"NSC-758641|RP 8909|RP-8909|SKF 20716|SKF-20716";"4.0";"";"";"";"";"";"";"N05AC01";"N05AC - Phenothiazines with piperidine structure";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2"
"CHEMBL2105661";"LITRONESIB";"KF 89617|KF-89617|KF89617|LITRONESIB|LY 2523355|LY-2523355|LY2523355";"KF 89617|KF-89617|KF89617|LY 2523355|LY-2523355|LY2523355";"2.0";"";"'-nesib'";"2009";"kinesin inhibitors";"'-nesib(-nesib)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C"
"CHEMBL465";"DRONABINOL";".DELTA.-9-TETRAHYDROCANNABINOL|.DELTA.1-THC|.DELTA.9-TETRAHYDROCANNABINOL|.DELTA.9-THC|ABBOTT 40566|ABBOTT-40566|DELTA-9-TETRAHYDROCANNABINOL|DELTA-9-THC|DRONABINOL|J882F|Marinol|NSC-134454|QCD 84924|QCD-84924|SP 104|SP-104|SYNDROS|TETRAHYDROCANNABINOL|TETRAHYDROCANNABINOLS (-)-TRANS-.DELTA.9-FORM";"ABBOTT 40566|ABBOTT-40566|J882F|NSC-134454|QCD 84924|QCD-84924|SP 104|SP-104";"4.0";"Alkem Laboratories Ltd|Ascent Pharmaceuticals Inc|Svc Pharma Lp|Lannett Co Inc|Insys Therapeutics Inc|Benuvia Therapeutics Inc|Akorn Operating Co Llc";"'-nab-'";"1984";"cannabinol derivatives";"'-nab-(-nab-)'";"1985";"A04AD10";"A04AD - Other antiemetics";"A04A - ANTIEMETICS AND ANTINAUSEANTS";"A04 - ANTIEMETICS AND ANTINAUSEANTS";"A - ALIMENTARY TRACT AND METABOLISM";"Anti-Emetic";"US-8222292-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21"
"CHEMBL61";"PODOFILOX";"CONDYLINE|Condylox|NSC-24818|PODOFILOX|PODOPHYLLOTOXIN|Podophyllotoxin|WARTICON";"NSC-24818";"4.0";"Bausch And Lomb Inc|Allergan Sales Llc|Padagis Us Llc|Teva Branded Pharmaceutical Products R And D Inc";"";"1989";"";"";"1990";"D06BB04";"D06BB - Antivirals";"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE";"D - DERMATOLOGICALS";"Antimitotic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC"
"CHEMBL799";"CILOSTAZOL";"CILOSTAZOL|NSC-758936|OPC-13013|OPC-21|Pletal";"NSC-758936|OPC-13013|OPC-21";"4.0";"Nostrum Laboratories Inc|Epic Pharma Llc|Teva Pharmaceuticals Usa Inc|Apotex Inc Etobicoke Site|Otsuka Pharmaceutical Co Ltd|Chartwell Rx Sciences Llc|Pliva Hrvatska Doo|Actavis Elizabeth Llc|Slate Run Pharmaceuticals Llc|Mylan Pharmaceuticals Inc";"";"1997";"";"";"1999";"B01AC23";"B01AC - Platelet aggregation inhibitors excl. heparin";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"Inhibitor (platelet); Vasodilator; Antithrombotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1"
"CHEMBL1757";"FOSFOMYCIN";"CALCIUM FOSFOMYCIN|FOSFOCINA|FOSFOMYCIN|FOSFOMYCIN CALCIUM|FOSFOMYCIN CALCIUM HYDRATE|FOSFOMYCIN SODIUM|Fosfomycin|J01XX01|Monurol|NSC-758170|ZTI-01";"J01XX01|NSC-758170|ZTI-01";"4.0";"Xiromed Pharma Espana Sl|Cipla Ltd|Zambon Spa Italy|Alkem Laboratories Ltd";"'fos-; -mycin'";"1970";"phosphoro-derivatives; antibiotics (Streptomyces strain)";"'fos-(fos-); -mycin(-mycin)'";"1996";"J01XX01";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C[C@@H]1O[C@@H]1P(=O)(O)O"
"CHEMBL1614";"DESLANOSIDE";"Cedilanid-D|DEACETYLANATOSIDE C|DESACETYL-LANATOSIDE C|DESLANOSIDE|Deslanoside";"";"4.0";"Novartis Pharmaceuticals Corp";"";"";"";"";"1982";"C01AA07";"C01AA - Digitalis glycosides";"C01A - CARDIAC GLYCOSIDES";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"Cardiotonic";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1"
"CHEMBL457299";"MACROGOL";"1,2-Ethanediol|Ethylene Glycol|MACROGOL|POLYETHYLENE OXIDE";"";"4.0";"";"";"";"";"";"";"A06AD15 | A06AD65";"A06AD - Osmotically acting laxatives | A06AD - Osmotically acting laxatives";"A06A - DRUGS FOR CONSTIPATION | A06A - DRUGS FOR CONSTIPATION";"A06 - DRUGS FOR CONSTIPATION | A06 - DRUGS FOR CONSTIPATION";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"OCCO"
